2009-03-19 4842	 
2009-03-20 4216	 
2009-03-21 4307	 
2009-03-22 4340	 
2009-03-23 3911	 
2009-03-24 3491	 
2009-03-25 3058	 
2009-03-26 2629	 
2009-03-27 2858	 
2009-03-28 2432	 
2009-03-29 2359	 
2009-03-30 1999	 
2009-03-31 1831	 
2009-04-01 1749	 
2009-04-02 1703	 
2009-04-03 1615	 
2009-04-04 1541	 
2009-04-05 1478	 
2009-04-06 1310	 
2009-04-07 1226	 
2009-04-08 1132	 
2009-04-09 1078	 
2009-04-10 1018	 
2009-04-11 990	 
2009-04-12 996	 
2009-04-13 1009	 
2009-04-14 1018	 
2009-04-15 1041	 
2009-04-16 1037	 
2009-04-17 1008	 
2009-04-18 987	 
2009-04-19 988	 
2009-04-20 909	 
2009-04-21 908	 
2009-04-22 847	 
2009-04-23 831	 
2009-04-24 829	 
2009-04-25 828	 
2009-04-26 821	 
2009-04-27 809	 
2009-04-28 772	 
2009-04-29 681	 
2009-04-30 693	 
2009-05-01 695	 
2009-05-02 689	 
2009-05-03 679	 
2009-05-04 497	 
2009-05-05 374	 
2009-05-06 390	 
2009-05-07 370	 
2009-05-08 294	 
2009-05-09 241	 
2009-05-10 245	 
2009-05-11 286	 
2009-05-12 316	 
2009-05-13 321	 
2009-05-14 241	 
2009-05-15 225	 
2009-05-16 214	 
2009-05-17 201	 
2009-05-18 225	 
2009-05-19 239	 
2009-05-20 257	 
2009-05-21 264	 
2009-05-22 265	 
2009-05-23 260	 
2009-05-24 265	 
2009-05-25 223	 
2009-05-26 188	 
2009-05-27 163	 
2009-05-28 144	 
2009-05-29 121	 
2009-05-30 106	 
2009-05-31 100	 
2009-06-01 89	 
2009-06-02 84	 
2009-06-03 79	 
2009-06-04 76	 
2009-06-05 75	 
2009-06-06 78	 
2009-06-07 79	 
2009-06-08 65	 
2009-06-09 60	 
2009-06-10 49	 
2009-06-11 45	 
2009-06-12 42	 
2009-06-13 40	 
2009-06-14 41	 
2009-06-15 45	 
2009-06-16 50	 
2009-06-17 52	 
2009-06-18 52	 
2009-06-19 55	 
2009-06-20 56	 
2009-06-21 56	 
2009-06-22 52	 
2009-06-23 46	 
2009-06-24 44	 
2009-06-25 44	 
2009-06-26 44	 
2009-06-27 41	 
2009-06-28 39	 
2009-06-29 41	 
2009-06-30 37	 
2009-07-01 35	 
2009-07-02 32	 
2009-07-03 25	 
2009-07-04 24	 
2009-07-05 25	 
2009-07-06 25	 
2009-07-07 33	 
2009-07-08 31	 
2009-07-09 34	 
2009-07-10 34	 
2009-07-11 45	 
2009-07-12 44	 
2009-07-13 40	 
2009-07-14 32	 
2009-07-15 37	 
2009-07-16 34	 
2009-07-17 40	 
2009-07-18 29	 
2009-07-19 32	 
2009-07-20 28	 
2009-07-21 29	 
2009-07-22 30	 
2009-07-23 45	 
2009-07-24 48	 
2009-07-25 49	 
2009-07-26 49	 
2009-07-27 61	 
2009-07-28 77	 
2009-07-29 83	 
2009-07-30 88	 
2009-07-31 100	 
2009-08-01 114	 
2009-08-02 116	 
2009-08-03 137	 
2009-08-04 143	 
2009-08-05 162	 
2009-08-06 175	 
2009-08-07 181	 
2009-08-08 197	 
2009-08-09 215	 
2009-08-10 228	 
2009-08-11 230	 
2009-08-12 239	 
2009-08-13 229	 
2009-08-14 239	 
2009-08-15 240	 
2009-08-16 241	 
2009-08-17 281	 
2009-08-18 328	 
2009-08-19 354	 
2009-08-20 394	 
2009-08-21 444	 
2009-08-22 471	 
2009-08-23 482	 
2009-08-24 533	 
2009-08-25 548	 
2009-08-26 553	 
2009-08-27 554	 
2009-08-28 537	 
2009-08-29 524	 
2009-08-30 501	 
2009-08-31 474	 
2009-09-01 459	 
2009-09-02 474	 
2009-09-03 474	 
2009-09-04 498	 
2009-09-05 531	 
2009-09-06 560	 
2009-09-07 607	 
2009-09-08 635	 
2009-09-09 650	 
2009-09-10 674	 
2009-09-11 679	 
2009-09-12 710	 
2009-09-13 725	 
2009-09-14 787	 
2009-09-15 840	 
2009-09-16 843	 
2009-09-17 907	 
2009-09-18 1051	 
2009-09-19 1174	 
2009-09-20 1170	 
2009-09-21 1011	 
2009-09-22 924	 
2009-09-23 959	 
2009-09-24 1050	 
2009-09-25 949	 
2009-09-26 802	 
2009-09-27 788	 
2009-09-28 943	 
2009-09-29 1023	 
2009-09-30 1024	 
2009-10-01 969	 
2009-10-02 1062	 
2009-10-03 1257	 
2009-10-04 1287	 
2009-10-05 1624	 
2009-10-06 1826	 
2009-10-07 2076	 
2009-10-08 2224	 
2009-10-09 2496	 
2009-10-10 2714	 
2009-10-11 2850	 
2009-10-12 2415	 
2009-10-13 2976	 
2009-10-14 3150	 
2009-10-15 3312	 
2009-10-16 3519	 
2009-10-17 3656	 
2009-10-18 3634	 
2009-10-19 4780	 
2009-10-20 4646	 
2009-10-21 4748	 
2009-10-22 4938	 
2009-10-23 5184	 
2009-10-24 5422	 
2009-10-25 5525	 
2009-10-26 5985	 
2009-10-27 6335	 
2009-10-28 6573	 
2009-10-29 6960	 
2009-10-30 7353	 
2009-10-31 7615	 
2009-11-01 7662	 
2009-11-02 7805	 
2009-11-03 6857	 
2009-11-04 7170	 
2009-11-05 7051	 
2009-11-06 6803	 
2009-11-07 6833	 
2009-11-08 6971	 
2009-11-09 7213	 
2009-11-10 8347	 
2009-11-11 8132	 
2009-11-12 8071	 
2009-11-13 8193	 
2009-11-14 8012	 
2009-11-15 7826	 
2009-11-16 7713	 
2009-11-17 7602	 
2009-11-18 7592	 
2009-11-19 7732	 
2009-11-20 7956	 
2009-11-21 8364	 
2009-11-22 8468	 
2009-11-23 6956	 
2009-11-24 8225	 
2009-11-25 8620	 
2009-11-26 8576	 
2009-11-27 8506	 
2009-11-28 8367	 
2009-11-29 8466	 
2009-11-30 9868	 
2009-12-01 8554	 
2009-12-02 8085	 
2009-12-03 7944	 
2009-12-04 7673	 
2009-12-05 7326	 
2009-12-06 6992	 
2009-12-07 6650	 
2009-12-08 6415	 
2009-12-09 6272	 
2009-12-10 6160	 
2009-12-11 5943	 
2009-12-12 5937	 
2009-12-13 6025	 
2009-12-14 5808	 
2009-12-15 5706	 
2009-12-16 5614	 
2009-12-17 5460	 
2009-12-18 5300	 
2009-12-19 5047	 
2009-12-20 5017	 
2009-12-21 4846	 
2009-12-22 4786	 
2009-12-23 4172	 
2009-12-24 4279	 
2009-12-25 4237	 
2009-12-26 4125	 
2009-12-27 4076	 
2009-12-28 3560	 
2009-12-29 3132	 
2009-12-30 3199	 
2009-12-31 2570	 
2010-01-01 1932	 
2010-01-02 1425	 
2010-01-03 1337	 
2010-01-04 951	 
2010-01-05 873	 
2010-01-06 997	 
2010-01-07 1149	 
2010-01-08 1307	 
2010-01-09 1465	 
2010-01-10 1476	 
2010-01-11 1303	 
2010-01-12 1386	 
2010-01-13 1337	 
2010-01-14 1289	 
2010-01-15 1303	 
2010-01-16 1349	 
2010-01-17 1328	 
2010-01-18 1736	 
2010-01-19 1698	 
2010-01-20 1750	 
2010-01-21 1813	 
2010-01-22 1877	 
2010-01-23 1831	 
2010-01-24 1833	 
2010-01-25 1694	 
2010-01-26 1641	 
2010-01-27 1535	 
2010-01-28 1474	 
2010-01-29 1398	 
2010-01-30 1373	 
2010-01-31 1332	 
2010-02-01 1228	 
2010-02-02 1136	 
2010-02-03 1094	 
2010-02-04 1023	 
2010-02-05 926	 
2010-02-06 847	 
2010-02-07 866	 
2010-02-08 787	 
2010-02-09 726	 
2010-02-10 688	 
2010-02-11 597	 
2010-02-12 569	 
2010-02-13 533	 
2010-02-14 494	 
2010-02-15 400	 
2010-02-16 366	 
2010-02-17 317	 
2010-02-18 355	 
2010-02-19 298	 
2010-02-20 292	 
2010-02-21 294	 
2010-02-22 277	 
2010-02-23 260	 
2010-02-24 271	 
2010-02-25 253	 
2010-02-26 255	 
2010-02-27 233	 
2010-02-28 236	 
2010-03-01 220	 
2010-03-02 200	 
2010-03-03 178	 
2010-03-04 173	 
2010-03-05 157	 
2010-03-06 155	 
2010-03-07 147	 
2010-03-08 126	 
2010-03-09 112	 
2010-03-10 108	 
2010-03-11 93	 
2010-03-12 80	 
2010-03-13 69	 
2010-03-14 68	 
2010-03-15 58	 
2010-03-16 61	 
2010-03-17 59	 
2010-03-18 58	 
2010-03-19 65	 
2010-03-20 57	 
2010-03-21 58	 
2010-03-22 50	 
2010-03-23 48	 
2010-03-24 41	 
2010-03-25 36	 
2010-03-26 27	 
2010-03-27 27	 
2010-03-28 27	 
2010-03-29 32	 
2010-03-30 25	 
2010-03-31 21	 
